cardId,name,cardSet,type,rarity,mechanics_list,mechanics_count,playerClass,faction,cost,health,attack,collectible,race,artist,text,flavor,locale
DALA_504,Kirin Tor Elemental,Rise of Shadows,Minion,,None,0,Neutral,,2,3,2,,Elemental,,Your spells cast an additional time.,,enUS
DALA_503,Kirin Tor Guard,Rise of Shadows,Minion,,None,0,Neutral,,2,4,1,,,,Has +1_Attack for each other friendly Kirin Tor Guard.,,enUS
DALA_Druid_HP1,Lifebloom,Rise of Shadows,Hero Power,,None,0,Druid,,2,,,,,,<b>Hero Power</b>\nRestore a minion to full Health.,,enUS
DAL_568ts,Lightforged Blessing,Rise of Shadows,Spell,Common,Lifesteal,1,Paladin,,2,0,0,,,,Give a friendly minion <b>Lifesteal</b>.,,enUS
DAL_568,Lightforged Blessing,Rise of Shadows,Spell,Common,Twinspell#Lifesteal,2,Paladin,,2,0,0,True,,Vladimir Kafanov,<b>Twinspell</b>\nGive a friendly minion <b>Lifesteal</b>.,Some might call this a lightforgery.,enUS
DALA_BOSS_19p,Lil' Eviscerate,Rise of Shadows,Hero Power,,Combo,1,Neutral,,2,,,,,,<b>Hero Power</b>\nDeal 1 damage\n<b>Combo:</b> 2 instead.,,enUS
DAL_182,Magic Dart Frog,Rise of Shadows,Minion,Common,None,0,Mage,,2,3,1,True,Beast,Patrik Bjorkstrom,"After you cast a spell, deal 1 damage to a random enemy minion.",There's a powerful throat in this frog.,enUS
DAL_603,Mana Cyclone,Rise of Shadows,Minion,Epic,Battlecry,1,Mage,,2,2,2,True,Elemental,Ware Li,"[x]<b>Battlecry:</b> For each spell\nyou've cast this turn, add\na random Mage spell\nto your hand.",It'll put a good spin on your spells.,enUS
DALA_BOSS_05p,Mana Echoes,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,[x]<b>Hero Power</b>\nCast a random spell that\nwas cast this game\n<i>(targets chosen randomly)</i>,,enUS
DAL_748,Mana Reservoir,Rise of Shadows,Minion,Common,Spell Damage,1,Neutral,,2,6,0,True,Elemental,Jakub Kasper,<b>Spell Damage +1</b>,"If it soaks too long, it becomes a reservoir hog.",enUS
DAL_571,Mysterious Blade,Rise of Shadows,Weapon,Rare,Battlecry#Secret,2,Paladin,,2,0,2,True,,Vlad Botos,"<b>Battlecry:</b> If you control a\n<b>Secret</b>, gain +1 Attack.",It knows every secret you have left.,enUS
DALA_BOSS_04p,Open Wormhole,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,<b>Hero Power</b>\nBoth players summon a minion from their deck. They fight.,,enUS
DALA_Hunter_HP1,Opportunist,Rise of Shadows,Hero Power,,None,0,Hunter,,2,,,,,,<b>Hero Power</b>\nGive a minion +2_Attack this turn.,,enUS
DALA_BOSS_14p,Order Up!,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,<b>Hero Power</b>\nSummon a 2/2 Kind Waitress.,,enUS
DALA_BOSS_14px,Order Up!,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,<b>Hero Power</b>\nSummon two 2/2 Kind Waitresses.,,enUS
DALA_Warlock_HP1,Pain Split,Rise of Shadows,Hero Power,,None,0,Warlock,,2,,,,,,<b>Hero Power</b>\nTake 2 damage.\nDeal 2 damage.,,enUS
DAL_602,Plot Twist,Rise of Shadows,Spell,Rare,None,0,Warlock,,2,,,True,,Arthur Gimaldinov,Shuffle your hand\ninto your deck.\nDraw that many cards.,Its coming from inside the deck!,enUS
DALA_BOSS_42p,Pogoshuffle,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,<b>Hero Power</b>\nChoose a minion. Shuffle 3 copies of it into your deck.,,enUS
DALA_BOSS_42px,Pogoshuffle,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,<b>Hero Power</b>\nChoose a minion. Shuffle 3 copies of it into your deck. Draw a card.,,enUS
DALA_BOSS_38p,Portal Party,Rise of Shadows,Hero Power,,None,0,Neutral,,2,,,,,,<b>Hero Power</b>\nAdd a random Portal to your hand.,,enUS
DALA_BOSS_21p,Prediction,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,<b>Hero Power</b>\nPut a random class <b>Secret</b> into the battlefield.,,enUS
DALA_BOSS_55p,Raise the Alarm,Rise of Shadows,Hero Power,,AIMustPlay,1,Neutral,,2,,,,,,<b>Hero Power</b>\nSummon a 1/4\nKirin Tor Guard.,,enUS
DALA_BOSS_45px,Ray of Suffering,Rise of Shadows,Hero Power,,None,0,Neutral,,2,,,,,,[x]<b>Hero Power</b>\nDeal @ damage to\nthe enemy hero.\n<i>(increases each use)</i>,,enUS
DALA_BOSS_09p,Repeat History,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,<b>Hero Power</b>\nSummon a random friendly minion that died this turn.,,enUS
DALA_BOSS_09px,Repeat History,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,<b>Hero Power</b>\nSummon a random friendly minion that died this game.,,enUS
DALA_BOSS_50p,Sand Breath,Rise of Shadows,Hero Power,,AIMustPlay,1,Neutral,,2,,,,,,<b>Hero Power</b>\nDeal $2 damage to a random enemy.,,enUS
DAL_030,Shadowy Figure,Rise of Shadows,Minion,Epic,Battlecry#Deathrattle,2,Priest,,2,2,2,True,,Konstantin Turovec,<b>Battlecry:</b> Transform into a_2/2 copy of a friendly <b>Deathrattle</b> minion.,Terrible at shadow puppets: This is... a tentacle! And this is... two tentacles!,enUS
DALA_BOSS_23p,Sharkbite,Rise of Shadows,Hero Power,,None,0,Neutral,,2,,,,,,<b>Hero Power</b>\nDestroy a random damaged minion.,,enUS
DALA_BOSS_23px,Sharkbite,Rise of Shadows,Hero Power,,None,0,Neutral,,2,,,,,,<b>Hero Power</b>\nDestroy a random damaged enemy minion.,,enUS
DALA_BOSS_13p,Slice and Dice,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,<b>Hero Power</b>\nDeal $1-$3 damage to three random minions.,,enUS
DAL_710,Soul of the Murloc,Rise of Shadows,Spell,Common,Deathrattle,1,Shaman,Neutral,2,,,True,,Jason Kang,"Give your minions ""<b>Deathrattle:</b> Summon a 1/1 Murloc.""",Previously thought nonexistent.,enUS
DAL_089,Spellbook Binder,Rise of Shadows,Minion,Common,Battlecry#Spell Damage,2,Neutral,,2,2,3,True,,Ivan Fomin,"<b>Battlecry:</b> If you have <b>Spell Damage</b>, draw a card.",You're bound to love his work!,enUS
DALA_BOSS_60px,Summon Elemental,Rise of Shadows,Hero Power,,None,0,Neutral,,2,,,,,,[x]<b>Hero Power</b>\nSummon a 2/3 Elemental.\nIt copies your spells.,,enUS
DALA_BOSS_71px,Summon Protectors,Rise of Shadows,Hero Power,,Taunt,1,Neutral,,2,,,,,,<b>Hero Power</b>\nSummon two 2/2 Treants with <b>Taunt</b>.,,enUS
DALA_BOSS_71p,Summon Protectors,Rise of Shadows,Hero Power,,Taunt,1,Neutral,,2,,,,,,<b>Hero Power</b>\nSummon a 2/2 Treant with <b>Taunt</b>.,,enUS
DAL_086,Sunreaver Spy,Rise of Shadows,Minion,Common,Battlecry#Secret,2,Neutral,,2,3,2,True,,L. Lullabi & K. Turovec,"<b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1.",She's watching. Always watching.,enUS
DALA_720,Swampqueen's Call,Rise of Shadows,Spell,,None,0,Neutral,,2,,,,,,Transform your minions into random <b>Legendary</b> minions. Repeatable this turn.,,enUS
DAL_062,Sweeping Strikes,Rise of Shadows,Spell,Rare,None,0,Warrior,,2,,,True,,Ivan Fomin,"Give a minion ""Also damages minions next to whomever this attacks.""",Infinitely preferable to mopping strikes.,enUS
DALA_BOSS_37p,Tales of Fortune,Rise of Shadows,Hero Power,,None,0,Neutral,,2,,,,,,<b>Hero Power</b>\nShuffle a random old Treasure into your deck.,,enUS
DALA_BOSS_37px,Tales of Fortune,Rise of Shadows,Hero Power,,None,0,Neutral,,2,,,,,,<b>Hero Power</b>\nShuffle three random old Treasure into your deck.,,enUS
DALA_Warlock_HP2,The Pact,Rise of Shadows,Hero Power,,None,0,Warlock,,2,,,,,,<b>Hero Power</b>\nTake 2 damage.\nSummon a 2/2 Imp.,,enUS
DALA_BOSS_51p,Tinker,Rise of Shadows,Hero Power,,None,0,Neutral,,2,,,,,,<b>Hero Power</b>\nSummon a 0/4 Squirrel Bomb.,,enUS
DALA_BOSS_48p,To The Void,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,2,,,,,,<b>Hero Power</b>\nBanish a minion to the Void.,,enUS
DALA_BOSS_18p,Totemic Summons,Rise of Shadows,Hero Power,,AIMustPlay,1,Neutral,,2,,,,,,<b>Hero Power</b>\nSummon ANY random Totem.,,enUS
DALA_Druid_HP2,Touch of Bark,Rise of Shadows,Hero Power,,None,0,Druid,,2,,,,,,<b>Hero Power</b>\nGive a minion +1/+1.,,enUS
DAL_256t2,Treant,Rise of Shadows,Minion,,None,0,Druid,,2,2,2,,,Vladimir Kafanov,,,enUS
DAL_049,Underbelly Angler,Rise of Shadows,Minion,Rare,None,0,Shaman,,2,3,2,True,Murloc,Jim Nelson,"After you play a Murloc, add a random Murloc to your hand.",Attracts murlocs... and moths.,enUS
DAL_714,Underbelly Fence,Rise of Shadows,Minion,Rare,Battlecry#Rush,2,Rogue,,2,3,2,True,,Arthur Bozonnet,"[x]<b>Battlecry:</b> If you're holding\na card from another class,\n_gain +1/+1 and <b><b>Rush</b>.</b>",Shell take anything you haveexcept scruples and a good work ethic.,enUS
DALA_Warrior_HP2,Undermine,Rise of Shadows,Hero Power,,None,0,Warrior,,2,,,,,,[x]<b>Hero Power</b>\nShuffle two Explosives\ninto your opponent's\ndeck.,,enUS
DAL_088t2,Vault Safe,Rise of Shadows,Minion,,Taunt,1,Neutral,,2,5,0,,Mech,,<b>Taunt</b>,,enUS
DAL_759,Vicious Scraphound,Rise of Shadows,Minion,Common,None,0,Warrior,,2,2,2,True,Mech,Dave Allsop,"Whenever this minion\ndeals damage, gain that much Armor.",It begs for scraps.,enUS
DAL_432,Witch's Brew,Rise of Shadows,Spell,Epic,None,0,Shaman,,2,,,True,,Jakub Kasper,Restore #4 Health. Repeatable this turn.,The swill has eyes!,enUS
DALA_Rogue_HP1,Yoink!,Rise of Shadows,Hero Power,,None,0,Rogue,,2,,,,,,[x]<b>Hero Power</b>\nAdd a random\ncard to your hand\n<i>(from another class).</i>,,enUS
DAL_800,"Zayle, Shadow Cloak",Rise of Shadows,Minion,Legendary,None,0,Neutral,,2,2,3,True,,James Ryman,You start the game with one of Zayle's EVIL Decks!,E.V.I.L. is the new black.,enUS
DALA_BOSS_30p,A Tale of Kings,Rise of Shadows,Hero Power,,None,0,Neutral,,3,,,,,,<b>Hero Power</b>\nSummon an Underbelly Rat.,,enUS
DAL_434,Arcane Watcher,Rise of Shadows,Minion,Rare,Spell Damage,1,Neutral,,3,6,5,True,,Jakub Kasper,Can't attack unless you have <b>Spell Damage</b>.,Now his watch has ended... until you have Spell Damage.,enUS
DAL_351,Blessing of the Ancients,Rise of Shadows,Spell,Common,Twinspell,1,Druid,,3,,,True,,Steven Prescott,<b>Twinspell</b>\nGive your minions +1/+1.,Arguably the cutest blessing.,enUS
DAL_351ts,Blessing of the Ancients,Rise of Shadows,Spell,Common,None,0,Druid,,3,,,,,,Give your minions +1/+1.,,enUS
DALA_BOSS_53p,Boogie Woogie,Rise of Shadows,Hero Power,,Deathrattle,1,Neutral,Neutral,3,,,,,,"[x]<b>Hero Power</b>\nGive a friendly minion\n ""<b>Deathrattle:</b> Resummon\n this minion.""",,enUS
DALA_BOSS_56p,Bribery,Rise of Shadows,Hero Power,,None,0,Neutral,,3,,,,,,"<b>Hero Power</b>\nSummon a minion from your opponent's deck. When it dies, give it back.",,enUS
DAL_146,Bronze Herald,Rise of Shadows,Minion,Common,Deathrattle,1,Paladin,,3,2,3,True,Dragon,Alex Horley,<b>Deathrattle:</b> Add two 4/4 Dragons to your hand.,This is why you shouldnt shoot the messenger.,enUS
DAL_727,Call to Adventure,Rise of Shadows,Spell,Rare,None,0,Paladin,,3,,,True,,Eva Widermann,Draw the lowest Cost minion from your deck. Give it +2/+2.,Even the smallest minion can change the outcome of the game.,enUS
DAL_060,Clockwork Goblin,Rise of Shadows,Minion,Rare,Battlecry,1,Warrior,,3,3,3,True,Mech,A.J. Nazzaro,"[x]<b>Battlecry:</b> Shuffle a Bomb\ninto your opponent's deck.\nWhen drawn, it explodes\nfor 5 damage.",They always wind up bombing.,enUS
DAL_573,Commander Rhyssa,Rise of Shadows,Minion,Legendary,Aura#Secret,2,Paladin,,3,3,4,True,,Luke Mancini,Your <b>Secrets</b> trigger twice.,Two people can keep a secret as long as neither of them are Commander Rhyssa.,enUS
DAL_177,Conjurer's Calling,Rise of Shadows,Spell,Rare,Twinspell,1,Mage,,3,,0,True,,Jakub Kasper,<b>Twinspell</b>\nDestroy a minion. Summon 2 minions of the same Cost to replace it.,If only youd let it go to voicemail...,enUS
DAL_177ts,Conjurer's Calling,Rise of Shadows,Spell,Rare,None,0,Mage,,3,,,,,,Destroy a minion. Summon 2 minions of the same Cost to replace it.,,enUS
DALA_729,Dagwik Stickytoe,Rise of Shadows,Minion,,Stealth,1,Neutral,,3,5,2,,,,"[x]<b>Stealth</b>\nAfter this minion attacks\na hero, steal a card\nfrom their hand.",,enUS
DALA_713,Elder Taggawag,Rise of Shadows,Minion,,Battlecry#Deathrattle,2,Neutral,,3,4,4,,,,[x]<b>Battlecry:</b> Deal 4 damage\nto all enemy minions.\n<b>Deathrattle:</b> Shuffle\nthis into your deck,,enUS
DALA_718,Elistra the Immortal,Rise of Shadows,Minion,,Battlecry,1,Neutral,,3,1,1,,,,<b>Battlecry:</b> Recast all spells you've cast on this minion this run.,,enUS
DAL_415,EVIL Miscreant,Rise of Shadows,Minion,Common,Combo,1,Rogue,,3,4,1,True,,Mike Sass,<b>Combo:</b> Add two random <b>Lackeys</b> to your hand.,Because there are no G.O.O.D. Miscreants.,enUS
DAL_744,Faceless Rager,Rise of Shadows,Minion,Common,Battlecry,1,Neutral,,3,1,5,True,,Anton Zemskov,<b>Battlecry:</b> Copy a friendly minion's Health.,When you need to rage anonymously.,enUS
DAL_747,Flight Master,Rise of Shadows,Minion,Common,Battlecry,1,Neutral,Alliance,3,4,3,True,,Evgeniy Dlinnov,<b>Battlecry:</b> Summon a 2/2 Gryphon for each player.,Your gryphon will be summoned following a brief safety demonstration.,enUS
DALA_BOSS_12p,Forbidden Love,Rise of Shadows,Hero Power,,None,0,Neutral,,3,,,,,,<b>Hero Power</b>\nDestroy a random minion for each player.,,enUS
DALA_705,Grimmer Patron,Rise of Shadows,Minion,,None,0,Neutral,,3,3,3,,,,"At the end of your turn, summon a copy of this minion.",,enUS
DAL_090,Hench-Clan Sneak,Rise of Shadows,Minion,Common,Stealth,1,Neutral,,3,3,3,True,,Andrew Hou,<b>Stealth</b>,Hed be a lot sneakier if he wasnt trailing 300 yards of power cable...,enUS
DALA_723,Hyperblaster,Rise of Shadows,Weapon,,Poisonous,1,Neutral,,3,,1,,,,<b>Poisonous</b>.\nYour hero is <b>Immune</b> while attacking.,,enUS
DAL_605,Impferno,Rise of Shadows,Spell,Rare,None,0,Warlock,,3,,,True,,Chris Hayes,Give your Demons +1 Attack. Deal $1 damage to all enemy minions.,Imps don't get mad when you set them on fire. They think it's cozy.,enUS
DAL_355,Lifeweaver,Rise of Shadows,Minion,Rare,None,0,Druid,,3,5,2,True,,Vladimir Kafanov,"Whenever you restore Health, add a random Druid spell to your hand.",Lifeweaving is all well and good until it's time to cut the thread.,enUS
DALA_BOSS_59t,Lotus Bruiser,Rise of Shadows,Minion,,None,0,Neutral,,3,3,2,,,,"Whenever an 'Extortion' is played, gain +2/+2.",,enUS
DAL_729,Madame Lazul,Rise of Shadows,Minion,Legendary,Battlecry#Discover,2,Priest,,3,2,3,True,,J. Axer,[x]<b>Battlecry:</b> <b>Discover</b> a\ncopy of a card in your\nopponent's hand.,"Of course she knows the future, shes been looking at your cards the WHOLE TIME!",enUS
DAL_773,Magic Carpet,Rise of Shadows,Minion,Epic,Rush,1,Neutral,,3,6,1,True,,Tod Harris,"After you play a 1-Cost minion, give it +1 Attack and <b>Rush</b>.",Its small yet fierce riders are affectionately known as rug rats.,enUS
DALA_726,Master Scheme,Rise of Shadows,Spell,,None,0,Neutral,,3,,,,,,"[x]Deal $@ damage. Draw\n@ |4(card, cards). Gain @ Armor.\nSummon @ <b>Boom |4(Bot, Bots)</b>.\n<i>(Upgrades each turn!)</i>",,enUS
DAL_163,Messenger Raven,Rise of Shadows,Minion,Common,Battlecry#Discover,2,Mage,Neutral,3,2,3,True,Beast,Grace Liu,<b>Battlecry:</b> <b>Discover</b> a\nMage minion.,You can make a collect CAW!,enUS
DALA_730,Murgatha,Rise of Shadows,Minion,,Overload,1,Neutral,,3,6,3,,Murloc,,"Whenever you play\na card, <b>Overload</b> one\nof your opponent's\nMana Crystals.",,enUS
DAL_377,Nine Lives,Rise of Shadows,Spell,Epic,Deathrattle#Discover,2,Hunter,,3,,,True,,Anton Zemskov,<b>Discover</b> a friendly <b>Deathrattle</b> minion that died this game. Also trigger its <b>Deathrattle</b>.,Beware the night of the living pets!,enUS
DALA_BOSS_61t,Phase Spider,Rise of Shadows,Minion,,None,0,Neutral,,3,3,3,,,,<b>Immune</b>. <b>Can't Attack</b> while a minion is opposite of this.,,enUS
DAL_007,Rafaam's Scheme,Rise of Shadows,Spell,Common,None,0,Warlock,,3,,,True,,Jim Nelson,"Summon @ 1/1 |4(Imp, Imps). <i>(Upgrades each turn!)</i>","""When your first plan fails... imp-rovise.""",enUS
DALA_BOSS_45p,Ray of Suffering,Rise of Shadows,Hero Power,,None,0,Neutral,,3,,,,,,[x]<b>Hero Power</b>\nDeal @ damage to\nthe enemy hero.\n<i>(increases each use)</i>,,enUS
DALA_BOSS_56t,Rival Accomplice,Rise of Shadows,Minion,,None,0,Neutral,,3,4,4,,,,,,enUS
DALA_BOSS_22p,Shhh!,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,3,,,,,,<b>Hero Power</b>\n<b>Silence</b> ALL minions.,,enUS
DALA_BOSS_74p,Soul Weave,Rise of Shadows,Hero Power,,None,0,Neutral,,3,,,,,,<b>Hero Power</b>\nDiscard a card. Summon a random minion of the same cost.,,enUS
DAL_081,Spellward Jeweler,Rise of Shadows,Minion,Rare,Battlecry,1,Neutral,,3,4,3,True,,Adam Byrne,[x]<b>Battlecry:</b> Your hero can't\nbe targeted by spells or\nHero Powers until your\nnext turn.,The fanciest possible way of distracting enemies with shiny things.,enUS
DALA_BOSS_60p,Summon Elemental,Rise of Shadows,Hero Power,,None,0,Neutral,,3,,,,,,[x]<b>Hero Power</b>\nSummon a 2/3 Elemental.\nIt copies your spells.,,enUS
DALA_BOSS_58t2,The Other Wire,Rise of Shadows,Minion,,None,0,Neutral,,3,3,3,,,,"While wires are touching, take 5 damage at the start of your turn.",,enUS
DALA_BOSS_58t,The Wire,Rise of Shadows,Minion,,None,0,Neutral,,3,3,3,,,,"While wires are touching, take 5 damage at the start of your turn.",,enUS
DALA_714,THE... Candles?,Rise of Shadows,Spell,,Twinspell,1,Neutral,,3,,,,,,<b>Twinspell.</b> <b>Twinspell.</b> <b>Twinspell.</b>\nDeal $3 damage to all enemy minions.,,enUS
DALA_714a,THE... Candles?,Rise of Shadows,Spell,,Twinspell,1,Neutral,,3,,,,,,<b>Twinspell.</b> <b>Twinspell.</b>\nDeal $3 damage to all enemy minions.,,enUS
DALA_714b,THE... Candles?,Rise of Shadows,Spell,,Twinspell,1,Neutral,,3,,,,,,<b>Twinspell.</b>\nDeal $3 damage to all enemy minions.,,enUS
DALA_714c,THE... Candles?,Rise of Shadows,Spell,,None,0,Neutral,,3,,,,,,Deal $3 damage to all enemy minions.,,enUS
DAL_379t,"Thori'dal, the Stars' Fury",Rise of Shadows,Weapon,,Spell Damage,1,Hunter,,3,0,2,,,James Ryman,"After your hero attacks, gain <b>Spell Damage +2</b> this turn.",,enUS
DALA_BOSS_51t2,Thorium Chicken,Rise of Shadows,Minion,,None,0,Neutral,,3,1,5,,Mech,,"After your opponent plays a card, deal 3 damage to their hero.",,enUS
DALA_BOSS_30t,Underbelly Rat,Rise of Shadows,Minion,,None,0,Neutral,,3,1,10,,Beast,,"When your hero dies, the eldest Underbelly Rat replaces your hero.",,enUS
DAL_604,Ursatron,Rise of Shadows,Minion,Common,Deathrattle,1,Hunter,Neutral,3,3,3,True,Mech,Zoltan Boros,<b>Deathrattle:</b> Draw a Mech from your deck.,It's been programmed to include all the bear necessities.,enUS
DALA_BOSS_48t,Void Shift,Rise of Shadows,Spell,,None,0,Neutral,,3,,,,,,Destroy all minions. Summon all minions from the Void.,,enUS
DAL_372,Arcane Fletcher,Rise of Shadows,Minion,Epic,None,0,Hunter,,4,3,3,True,,Rafael Zanchetin,"[x]Whenever you play a\n1-Cost minion, draw a\nspell from your deck.",Stop trying to make fletch happen. It's not going to happen.,enUS
DAL_558,Archmage Vargoth,Rise of Shadows,Minion,Legendary,None,0,Neutral,,4,6,2,True,,James Ryman,"[x]At the end of your turn, cast\na spell you've cast this turn\n<i>(targets are random)</i>.","He's an archmage, but he might want to brush up on the basics... like aiming.",enUS
DAL_146t,Bronze Dragon,Rise of Shadows,Minion,,None,0,Paladin,,4,4,4,,Dragon,Alex Horley,,,enUS
DALA_700,Continuum Collider,Rise of Shadows,Spell,,None,0,Neutral,,4,,,,,,Take an extra turn. Your opponent takes an extra turn after.,,enUS
DAL_008,Dr. Boom's Scheme,Rise of Shadows,Spell,Common,None,0,Warrior,,4,,,True,,Konstantin Turovec,Gain @ Armor.\n<i>(Upgrades each turn!)</i>,We did it! We blew up the vault!\nYou mean the vault door?\nOh. The doooor...,enUS
DALA_721,Duplatransmogrifier,Rise of Shadows,Spell,,None,0,Neutral,,4,,,,,,Choose a friendly minion. Replace all minions in your Adventure deck with copies of it.,,enUS
DAL_563,Eager Underling,Rise of Shadows,Minion,Rare,Deathrattle,1,Warlock,,4,2,2,True,,Jim Nelson,<b>Deathrattle:</b> Give two random friendly minions +2/+2.,"Eager to please, even if it kills him.",enUS
DALA_BOSS_59t2,Fruit Slasher,Rise of Shadows,Minion,,Combo#Battlecry,2,Neutral,,4,2,4,,,,<b>Battlecry:</b> Deal 4 damage to an enemy. <b>Combo:</b> And 1 damage to all other enemies.,,enUS
DALA_709,Golden Candle,Rise of Shadows,Minion,,Taunt#Battlecry,2,Neutral,,4,7,7,,,,<b>Taunt</b>. <b>Battlecry:</b> Replace ALL other cards with random Legendary minions.,,enUS
DAL_058,Hecklebot,Rise of Shadows,Minion,Rare,Battlecry#Taunt,2,Neutral,,4,8,3,True,Mech,Matt Dixon,<b>Taunt</b>\n<b>Battlecry:</b> Your opponent summons a minion from their deck.,"Built by goblins, designed by a troll.",enUS
DAL_416,Hench-Clan Burglar,Rise of Shadows,Minion,Common,Battlecry#Discover,2,Rogue,,4,3,4,True,Pirate,Anton Zemskov,<b>Battlecry:</b> <b>Discover</b> a spell from another class.,Shes more of a rat burglar.,enUS
DAL_087,Hench-Clan Hag,Rise of Shadows,Minion,Epic,Battlecry,1,Neutral,,4,3,3,True,,Christopher Hayes,<b>Battlecry:</b> Summon two 1/1 Amalgams with all minion types.,"The Hench Clan is an equal opportunity employer, no matter which parts of you came from where.",enUS
DAL_040,Hench-Clan Shadequill,Rise of Shadows,Minion,Common,Deathrattle,1,Priest,,4,7,4,True,,Paul Mafayon,<b>Deathrattle:</b> Restore 5 Health to the enemy hero.,The Hench-Clan has a point.,enUS
DALA_BOSS_25t,Hoard of Toys,Rise of Shadows,Spell,,None,0,Neutral,,4,,,,,,Summon 1/1 copies of five random minions.,,enUS
DALA_BOSS_64p,Invest!,Rise of Shadows,Hero Power,,None,0,Neutral,,4,,,,,,<b>Hero Power</b>\nReturn a friendly minion to your hand. Give it +4/+4.,,enUS
DAL_576,Kirin Tor Tricaster,Rise of Shadows,Minion,Rare,Aura#Spell Damage,2,Mage,,4,3,3,True,,Zoltan Boros,<b>Spell Damage +3</b>\nYour spells cost (1) more.,The math checks out!,enUS
DAL_371,Marked Shot,Rise of Shadows,Spell,Common,Discover,1,Hunter,,4,,,True,,Alex Garner,Deal $4 damage to_a_minion. <b>Discover</b>_a_spell.,Obviously it's marked for greatness.,enUS
DAL_770,Omega Devastator,Rise of Shadows,Minion,Epic,Battlecry,1,Warrior,,4,5,4,True,Mech,Jim Nelson,"[x]<b>Battlecry:</b> If you have 10\nMana Crystals, deal 10\ndamage to a minion.",The Alpha Devastator didnt devastate enough. The Beta Devastator devastated too much. But the Omega was just right!,enUS
DALA_712,Orb of the Untold,Rise of Shadows,Spell,,ImmuneToSpellpower,1,Neutral,,4,,,,,,Deal $20 damage split between all enemies.,,enUS
DALA_BOSS_38t,PARTY PORTAL!,Rise of Shadows,Spell,,None,0,Neutral,,4,,,,,,Summon a random Partygoer.,,enUS
DAL_582,Portal Keeper,Rise of Shadows,Minion,Rare,Battlecry#Rush,2,Neutral,,4,2,5,True,Demon,Nicola Saviori,"[x]<b>Battlecry:</b> Shuffle 3 Portals\ninto your deck. When drawn,\nsummon a 2/2 Demon\nwith <b>Rush</b>.",No longer allowed to be it when playing demon tag.,enUS
DAL_551,Proud Defender,Rise of Shadows,Minion,Common,Taunt,1,Neutral,,4,6,2,True,,Arthur Bozonnet,<b>Taunt</b>\nHas +2 Attack while you [x]have no other minions.,It'll take a humble offender to defeat him.,enUS
DAL_726,Scargil,Rise of Shadows,Minion,Legendary,Aura,1,Shaman,,4,4,4,True,Murloc,Alex Horley,Your Murlocs cost (1).,Wanna know how he got those scars? So does he.,enUS
DAL_771,Soldier of Fortune,Rise of Shadows,Minion,Common,None,0,Neutral,,4,6,5,True,Elemental,Rafael Zanchetin,"Whenever this minion attacks, give your opponent a Coin.",His allies call him invaluable.,enUS
DALA_BOSS_41p,Summon Companion,Rise of Shadows,Hero Power,,None,0,Neutral,Neutral,4,,,,,,<b>Hero Power</b>\nSummon a random\nAnimal Companion.,,enUS
DALA_703,The Muscle,Rise of Shadows,Minion,,Battlecry,1,Neutral,,4,5,4,,,,<b>Battlecry:</b> Add three random cards to your hand. They cost (0).,,enUS
DAL_078,Traveling Healer,Rise of Shadows,Minion,Common,Divine Shield#Battlecry,2,Neutral,,4,2,3,True,,Tod Harris,[x]<b>Divine Shield</b>\n<b>Battlecry:</b> Restore #3 Health.,Some heroes have soft hearts and hard shells.,enUS
DAL_065,Unsleeping Soul,Rise of Shadows,Spell,Common,Silence,1,Priest,,4,,,True,,Matt Dixon,"<b>Silence</b> a friendly minion, then summon a copy of it.",It's 3 am. Do you know where your soul is?,enUS
DAL_716,Vendetta,Rise of Shadows,Spell,Rare,None,0,Rogue,Neutral,4,,,True,,Jim Nelson,Deal $4 damage to a minion. Costs (0) if you're holding a card from another class.,A vengeful and vicarious vanguard against violent villains or vexed victims.,enUS
DAL_095,Violet Spellsword,Rise of Shadows,Minion,Common,Battlecry,1,Neutral,,4,6,1,True,,Luke Mancini,[x]<b>Battlecry:</b> Gain +1 Attack\nfor each spell in your hand.,"If you have to wield a spell and a sword, then neither is performing to expectation.",enUS
DAL_720,Waggle Pick,Rise of Shadows,Weapon,Epic,Deathrattle,1,Rogue,,4,,4,True,,Jason Kang,[x]<b>Deathrattle:</b> Return\na random friendly\nminion to your hand.\nIt costs (2) less.,Kobolds informally refer to its effect as a deathwaggle.,enUS
